ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
21029,0.0,0.0,0.0,0.0,0.0,0.0
21030,1.0,0.0,0.0,1.0,0.0,0.0
21031,1.0,0.0,0.0,0.0,0.0,0.0
21032,0.0,1.0,0.0,0.0,0.0,0.0
21033,0.0,1.0,0.0,0.0,0.0,0.0
21034,0.0,0.0,0.0,0.0,0.0,0.0
21035,0.0,1.0,0.0,0.0,0.0,0.0
21036,0.0,0.0,1.0,0.0,0.0,0.0
21037,0.0,1.0,0.0,0.0,0.0,0.0
21038,0.0,1.0,0.0,0.0,0.0,0.0
21039,0.0,1.0,0.0,0.0,0.0,0.0
21040,1.0,0.0,0.0,1.0,0.0,0.0
21041,0.0,0.0,0.0,1.0,0.0,0.0
21042,1.0,0.0,0.0,0.0,0.0,0.0
21043,0.0,1.0,0.0,0.0,0.0,0.0
21044,1.0,0.0,0.0,1.0,0.0,0.0
21045,0.0,1.0,0.0,0.0,0.0,0.0
21046,0.0,0.0,1.0,0.0,0.0,0.0
21047,1.0,0.0,0.0,1.0,0.0,0.0
21048,1.0,0.0,0.0,0.0,0.0,0.0
21049,0.0,0.0,1.0,0.0,0.0,0.0
21050,0.0,0.0,1.0,0.0,0.0,0.0
21051,1.0,0.0,0.0,0.0,0.0,0.0
21052,1.0,0.0,0.0,1.0,0.0,0.0
21053,0.0,0.0,1.0,0.0,0.0,0.0
21054,0.0,0.0,1.0,0.0,0.0,0.0
21055,1.0,0.0,0.0,1.0,0.0,0.0
21056,1.0,0.0,0.0,0.0,0.0,0.0
21057,1.0,0.0,0.0,1.0,0.0,0.0
21058,1.0,0.0,0.0,1.0,0.0,0.0
21059,1.0,0.0,0.0,0.0,0.0,0.0
21060,0.0,0.0,1.0,0.0,0.0,0.0
21061,1.0,0.0,0.0,0.0,0.0,0.0
21062,1.0,0.0,0.0,0.0,0.0,0.0
21063,1.0,0.0,0.0,0.0,0.0,0.0
21064,1.0,0.0,0.0,0.0,0.0,0.0
21065,1.0,0.0,0.0,1.0,0.0,0.0
21066,1.0,0.0,0.0,1.0,0.0,0.0
21067,1.0,0.0,0.0,0.0,0.0,0.0
21068,1.0,0.0,0.0,0.0,0.0,0.0
21069,0.0,0.0,0.0,0.0,0.0,0.0
21070,1.0,0.0,0.0,0.0,0.0,0.0
21071,1.0,0.0,0.0,0.0,0.0,0.0
21072,1.0,0.0,0.0,1.0,0.0,0.0
21073,1.0,0.0,0.0,0.0,0.0,0.0
21074,0.0,0.0,1.0,0.0,0.0,0.0
21075,0.0,1.0,0.0,0.0,0.0,0.0
21076,1.0,0.0,0.0,0.0,0.0,0.0
21077,0.0,0.0,1.0,0.0,0.0,0.0
21078,1.0,0.0,0.0,0.0,0.0,0.0
21079,1.0,0.0,0.0,0.0,0.0,0.0
21080,0.0,0.0,1.0,0.0,0.0,0.0
21081,1.0,0.0,0.0,0.0,0.0,0.0
21082,0.0,0.0,0.0,0.0,0.0,0.0
21083,0.0,0.0,1.0,0.0,0.0,0.0
21084,0.0,0.0,1.0,0.0,0.0,0.0
21085,1.0,0.0,0.0,1.0,0.0,0.0
21086,0.0,0.0,1.0,0.0,0.0,0.0
21087,1.0,0.0,0.0,1.0,0.0,0.0
21088,1.0,0.0,0.0,1.0,0.0,0.0
21089,0.0,0.0,1.0,0.0,0.0,0.0
21090,0.0,0.0,0.0,0.0,0.0,0.0
21091,0.0,1.0,0.0,0.0,0.0,0.0
21092,1.0,0.0,0.0,0.0,0.0,0.0
21093,0.0,0.0,1.0,1.0,0.0,0.0
21094,1.0,0.0,0.0,0.0,0.0,0.0
21095,0.0,1.0,0.0,0.0,0.0,0.0
21096,1.0,0.0,0.0,0.0,0.0,0.0
21097,1.0,0.0,0.0,0.0,0.0,0.0
21098,0.0,0.0,0.0,0.0,0.0,0.0
21099,1.0,0.0,0.0,1.0,0.0,0.0
21100,0.0,1.0,0.0,0.0,0.0,0.0
21101,0.0,1.0,0.0,0.0,0.0,0.0
21102,0.0,0.0,1.0,1.0,0.0,0.0
21103,1.0,0.0,0.0,0.0,0.0,0.0
21104,1.0,0.0,0.0,1.0,0.0,0.0
21105,1.0,0.0,0.0,0.0,0.0,0.0
21106,0.0,1.0,0.0,0.0,0.0,0.0
21107,0.0,0.0,1.0,0.0,0.0,0.0
21108,1.0,0.0,0.0,1.0,0.0,0.0
21109,1.0,0.0,0.0,0.0,0.0,0.0
21110,1.0,0.0,0.0,0.0,0.0,0.0
21111,1.0,0.0,0.0,1.0,0.0,0.0
21112,0.0,1.0,0.0,0.0,0.0,0.0
21113,1.0,0.0,0.0,0.0,0.0,0.0
21114,1.0,0.0,0.0,0.0,0.0,0.0
21115,0.0,0.0,1.0,0.0,0.0,0.0
21116,0.0,0.0,1.0,0.0,0.0,0.0
21117,0.0,0.0,1.0,0.0,0.0,0.0
21118,0.0,0.0,1.0,0.0,0.0,0.0
21119,0.0,1.0,0.0,0.0,0.0,0.0
21120,0.0,1.0,0.0,0.0,0.0,0.0
21121,0.0,0.0,1.0,0.0,0.0,0.0
21122,0.0,1.0,0.0,0.0,0.0,0.0
21123,1.0,0.0,0.0,0.0,0.0,0.0
21124,1.0,0.0,1.0,0.0,0.0,0.0
21125,1.0,0.0,0.0,0.0,0.0,0.0
21126,1.0,0.0,0.0,0.0,0.0,0.0
21127,0.0,1.0,0.0,0.0,0.0,0.0
21128,0.0,0.0,1.0,0.0,0.0,0.0
21129,1.0,0.0,0.0,0.0,0.0,0.0
21130,0.0,1.0,0.0,0.0,0.0,0.0
21131,0.0,1.0,0.0,0.0,0.0,0.0
21132,1.0,0.0,0.0,1.0,0.0,0.0
21133,0.0,0.0,1.0,0.0,0.0,0.0
21134,1.0,0.0,0.0,1.0,0.0,0.0
21135,1.0,0.0,0.0,1.0,0.0,0.0
21136,1.0,0.0,0.0,0.0,0.0,0.0
21137,0.0,0.0,1.0,0.0,0.0,0.0
21138,0.0,1.0,0.0,0.0,0.0,0.0
21139,0.0,1.0,0.0,0.0,0.0,0.0
21140,1.0,0.0,1.0,0.0,0.0,0.0
21141,0.0,1.0,0.0,0.0,0.0,0.0
21142,0.0,0.0,1.0,0.0,0.0,0.0
21143,1.0,0.0,0.0,1.0,0.0,0.0
21144,0.0,0.0,0.0,0.0,0.0,0.0
21145,1.0,0.0,0.0,1.0,0.0,0.0
21146,0.0,1.0,0.0,0.0,0.0,0.0
21147,0.0,0.0,1.0,0.0,0.0,0.0
21148,0.0,1.0,0.0,0.0,0.0,0.0
21149,0.0,0.0,1.0,0.0,0.0,0.0
21150,1.0,0.0,0.0,1.0,0.0,0.0
21151,1.0,0.0,0.0,1.0,0.0,0.0
21152,1.0,0.0,0.0,0.0,0.0,0.0
21153,0.0,1.0,0.0,0.0,0.0,0.0
21154,1.0,0.0,0.0,0.0,0.0,0.0
21155,1.0,0.0,0.0,1.0,0.0,0.0
21156,1.0,0.0,0.0,0.0,0.0,0.0
21157,0.0,1.0,0.0,0.0,0.0,0.0
21158,1.0,0.0,0.0,0.0,0.0,0.0
21159,1.0,0.0,0.0,0.0,0.0,0.0
21160,0.0,1.0,0.0,0.0,0.0,0.0
21161,1.0,0.0,0.0,0.0,0.0,0.0
21162,1.0,0.0,0.0,1.0,0.0,0.0
21163,0.0,0.0,0.0,0.0,0.0,0.0
21164,0.0,0.0,1.0,1.0,0.0,0.0
21165,1.0,0.0,0.0,0.0,0.0,0.0
21166,0.0,1.0,0.0,0.0,0.0,0.0
21167,1.0,0.0,0.0,0.0,0.0,0.0
21168,0.0,1.0,0.0,0.0,0.0,0.0
21169,0.0,1.0,0.0,0.0,0.0,0.0
21170,0.0,1.0,0.0,0.0,0.0,0.0
21171,1.0,0.0,0.0,1.0,0.0,0.0
21172,0.0,1.0,0.0,0.0,0.0,0.0
21173,0.0,1.0,0.0,0.0,0.0,0.0
21174,0.0,0.0,1.0,1.0,0.0,0.0
21175,0.0,0.0,1.0,0.0,0.0,0.0
21176,1.0,0.0,0.0,0.0,0.0,0.0
21177,0.0,1.0,0.0,0.0,0.0,0.0
21178,1.0,0.0,0.0,1.0,0.0,0.0
21179,0.0,0.0,1.0,0.0,0.0,0.0
21180,0.0,0.0,0.0,0.0,0.0,0.0
21181,0.0,0.0,1.0,0.0,0.0,0.0
21182,0.0,0.0,1.0,0.0,0.0,0.0
21183,0.0,1.0,0.0,0.0,0.0,0.0
21184,0.0,1.0,0.0,0.0,0.0,0.0
21185,0.0,0.0,0.0,1.0,0.0,0.0
21186,1.0,0.0,0.0,1.0,0.0,0.0
21187,1.0,0.0,0.0,1.0,0.0,0.0
21188,0.0,1.0,0.0,0.0,0.0,0.0
21189,0.0,1.0,0.0,0.0,0.0,0.0
21190,0.0,0.0,1.0,0.0,0.0,0.0
21191,0.0,1.0,0.0,0.0,0.0,0.0
21192,1.0,0.0,0.0,1.0,0.0,0.0
21193,0.0,0.0,1.0,0.0,0.0,0.0
21194,0.0,0.0,1.0,0.0,0.0,0.0
21195,0.0,1.0,0.0,0.0,0.0,0.0
21196,0.0,0.0,1.0,0.0,0.0,0.0
21197,0.0,0.0,1.0,0.0,0.0,0.0
21198,1.0,0.0,1.0,1.0,0.0,0.0
21199,1.0,0.0,0.0,1.0,0.0,0.0
21200,1.0,0.0,0.0,1.0,0.0,0.0
21201,1.0,0.0,0.0,0.0,0.0,0.0
21202,0.0,1.0,0.0,0.0,0.0,0.0
21203,0.0,0.0,1.0,0.0,0.0,0.0
21204,0.0,0.0,1.0,0.0,0.0,0.0
21205,1.0,0.0,0.0,0.0,0.0,0.0
21206,0.0,0.0,0.0,1.0,0.0,0.0
21207,0.0,1.0,0.0,0.0,0.0,0.0
21208,1.0,0.0,0.0,0.0,0.0,0.0
21209,1.0,0.0,0.0,1.0,0.0,0.0
21210,0.0,1.0,0.0,0.0,0.0,0.0
21211,1.0,0.0,0.0,0.0,0.0,0.0
21212,0.0,0.0,1.0,0.0,0.0,0.0
21213,1.0,0.0,0.0,1.0,0.0,0.0
21214,1.0,0.0,0.0,1.0,0.0,0.0
21215,1.0,0.0,0.0,0.0,0.0,0.0
21216,1.0,0.0,0.0,1.0,0.0,0.0
21217,0.0,0.0,1.0,0.0,0.0,0.0
21218,0.0,1.0,1.0,0.0,0.0,0.0
21219,1.0,0.0,0.0,1.0,0.0,0.0
21220,0.0,1.0,0.0,0.0,0.0,0.0
21221,0.0,1.0,0.0,0.0,0.0,0.0
21222,0.0,0.0,0.0,0.0,0.0,0.0
21223,0.0,0.0,0.0,1.0,0.0,0.0
21224,1.0,0.0,0.0,0.0,0.0,0.0
21225,1.0,0.0,0.0,1.0,0.0,0.0
21226,1.0,0.0,0.0,0.0,0.0,0.0
21227,1.0,0.0,0.0,0.0,0.0,0.0
21228,0.0,0.0,0.0,1.0,0.0,0.0
21229,0.0,0.0,1.0,0.0,0.0,0.0
21230,1.0,0.0,0.0,1.0,0.0,0.0
21231,0.0,0.0,1.0,1.0,0.0,0.0
21232,0.0,1.0,0.0,0.0,0.0,0.0
21233,0.0,1.0,0.0,0.0,0.0,0.0
21234,0.0,0.0,0.0,0.0,0.0,0.0
21235,0.0,0.0,0.0,0.0,0.0,0.0
21236,1.0,0.0,0.0,0.0,0.0,0.0
21237,1.0,0.0,0.0,0.0,0.0,0.0
21238,1.0,0.0,0.0,0.0,0.0,0.0
21239,0.0,1.0,0.0,0.0,0.0,0.0
21240,0.0,1.0,0.0,0.0,0.0,0.0
21241,0.0,0.0,1.0,0.0,0.0,0.0
21242,1.0,0.0,0.0,0.0,0.0,0.0
21243,1.0,0.0,0.0,0.0,0.0,0.0
21244,0.0,1.0,0.0,0.0,0.0,0.0
21245,1.0,0.0,0.0,1.0,0.0,0.0
21246,1.0,0.0,0.0,1.0,0.0,0.0
21247,1.0,0.0,0.0,1.0,0.0,0.0
21248,0.0,0.0,1.0,0.0,0.0,0.0
21249,1.0,0.0,0.0,1.0,0.0,0.0
21250,0.0,1.0,0.0,0.0,0.0,0.0
21251,0.0,1.0,0.0,0.0,0.0,0.0
21252,1.0,0.0,0.0,1.0,0.0,0.0
21253,0.0,1.0,0.0,0.0,0.0,0.0
21254,1.0,0.0,0.0,0.0,0.0,0.0
21255,0.0,0.0,1.0,0.0,0.0,0.0
21256,1.0,0.0,0.0,0.0,0.0,0.0
21257,0.0,1.0,1.0,0.0,0.0,0.0
21258,0.0,0.0,1.0,0.0,0.0,0.0
21259,0.0,1.0,0.0,0.0,0.0,0.0
21260,1.0,0.0,0.0,0.0,0.0,0.0
21261,0.0,0.0,0.0,1.0,0.0,0.0
21262,1.0,0.0,0.0,0.0,0.0,0.0
21263,0.0,0.0,0.0,0.0,0.0,0.0
21264,0.0,0.0,1.0,0.0,0.0,0.0
21265,0.0,1.0,0.0,0.0,0.0,0.0
21266,1.0,0.0,0.0,1.0,0.0,0.0
21267,0.0,0.0,1.0,0.0,0.0,0.0
21268,0.0,0.0,1.0,0.0,0.0,0.0
21269,0.0,1.0,0.0,0.0,0.0,0.0
21270,0.0,1.0,0.0,0.0,0.0,0.0
21271,1.0,0.0,0.0,0.0,0.0,0.0
21272,0.0,1.0,0.0,0.0,0.0,0.0
21273,0.0,0.0,0.0,0.0,0.0,0.0
21274,1.0,0.0,0.0,1.0,0.0,0.0
21275,1.0,0.0,0.0,1.0,0.0,0.0
21276,1.0,0.0,0.0,1.0,0.0,0.0
21277,0.0,0.0,0.0,0.0,0.0,0.0
21278,1.0,0.0,0.0,0.0,0.0,0.0
21279,1.0,0.0,0.0,0.0,0.0,0.0
21280,0.0,1.0,0.0,0.0,0.0,0.0
21281,0.0,1.0,0.0,0.0,0.0,0.0
21282,1.0,0.0,0.0,1.0,0.0,0.0
21283,1.0,0.0,0.0,1.0,0.0,0.0
21284,1.0,0.0,0.0,1.0,0.0,0.0
21285,0.0,0.0,1.0,0.0,0.0,0.0
21286,0.0,1.0,0.0,0.0,0.0,0.0
21287,1.0,0.0,0.0,1.0,0.0,0.0
21288,1.0,0.0,0.0,0.0,0.0,0.0
21289,1.0,0.0,0.0,0.0,0.0,0.0
21290,1.0,0.0,0.0,0.0,0.0,0.0
21291,0.0,1.0,0.0,0.0,0.0,0.0
21292,0.0,1.0,0.0,0.0,0.0,0.0
21293,0.0,0.0,1.0,0.0,0.0,0.0
21294,0.0,0.0,1.0,0.0,0.0,0.0
21295,0.0,0.0,0.0,0.0,0.0,0.0
21296,0.0,0.0,1.0,0.0,0.0,0.0
21297,1.0,0.0,0.0,0.0,0.0,0.0
21298,0.0,0.0,1.0,0.0,0.0,0.0
21299,1.0,0.0,0.0,1.0,0.0,0.0
21300,0.0,0.0,0.0,1.0,0.0,0.0
21301,0.0,0.0,1.0,0.0,0.0,0.0
21302,0.0,0.0,0.0,0.0,0.0,0.0
21303,1.0,0.0,0.0,1.0,0.0,0.0
21304,1.0,0.0,0.0,1.0,0.0,0.0
21305,1.0,0.0,0.0,0.0,0.0,0.0
21306,1.0,0.0,0.0,0.0,0.0,0.0
21307,0.0,1.0,0.0,0.0,0.0,0.0
21308,0.0,0.0,1.0,0.0,0.0,0.0
21309,0.0,1.0,0.0,0.0,0.0,0.0
21310,1.0,0.0,0.0,0.0,0.0,0.0
21311,1.0,0.0,0.0,0.0,0.0,0.0
21312,1.0,0.0,0.0,1.0,0.0,0.0
21313,1.0,0.0,0.0,1.0,0.0,0.0
21314,0.0,0.0,1.0,0.0,0.0,0.0
21315,0.0,0.0,1.0,0.0,0.0,0.0
21316,0.0,0.0,1.0,1.0,0.0,0.0
21317,1.0,0.0,0.0,1.0,0.0,0.0
21318,0.0,1.0,0.0,0.0,0.0,0.0
21319,1.0,0.0,0.0,0.0,0.0,0.0
21320,0.0,0.0,1.0,0.0,0.0,0.0
21321,0.0,1.0,0.0,0.0,0.0,0.0
21322,1.0,0.0,0.0,1.0,0.0,0.0
21323,1.0,0.0,0.0,1.0,0.0,0.0
21324,0.0,1.0,0.0,0.0,0.0,0.0
21325,0.0,1.0,0.0,0.0,0.0,0.0
21326,0.0,0.0,0.0,0.0,0.0,0.0
21327,0.0,1.0,0.0,0.0,0.0,0.0
21328,0.0,0.0,1.0,0.0,0.0,0.0
21329,0.0,1.0,0.0,0.0,0.0,0.0
21330,0.0,0.0,1.0,0.0,0.0,0.0
21331,0.0,0.0,1.0,0.0,0.0,0.0
21332,0.0,0.0,1.0,0.0,0.0,0.0
21333,0.0,0.0,1.0,1.0,0.0,0.0
21334,0.0,1.0,1.0,0.0,0.0,0.0
21335,0.0,0.0,1.0,0.0,0.0,0.0
21336,0.0,0.0,1.0,0.0,0.0,0.0
21337,0.0,1.0,0.0,0.0,0.0,0.0
21338,1.0,0.0,0.0,1.0,0.0,0.0
21339,1.0,0.0,0.0,1.0,0.0,0.0
21340,1.0,0.0,0.0,0.0,0.0,0.0
21341,1.0,0.0,0.0,1.0,0.0,0.0
21342,1.0,0.0,0.0,1.0,0.0,0.0
21343,0.0,0.0,1.0,0.0,0.0,0.0
21344,1.0,0.0,0.0,1.0,0.0,0.0
21345,0.0,0.0,1.0,0.0,0.0,0.0
21346,1.0,0.0,0.0,0.0,0.0,0.0
21347,1.0,0.0,0.0,1.0,0.0,0.0
21348,1.0,0.0,0.0,1.0,0.0,0.0
21349,0.0,0.0,1.0,0.0,0.0,0.0
21350,0.0,1.0,0.0,0.0,0.0,0.0
21351,0.0,0.0,1.0,0.0,0.0,0.0
21352,0.0,0.0,1.0,0.0,0.0,0.0
21353,0.0,1.0,0.0,0.0,0.0,0.0
21354,1.0,0.0,0.0,0.0,0.0,0.0
21355,0.0,1.0,0.0,0.0,0.0,0.0
21356,1.0,0.0,0.0,0.0,0.0,0.0
21357,1.0,0.0,0.0,1.0,0.0,0.0
21358,0.0,0.0,0.0,0.0,0.0,0.0
21359,1.0,0.0,0.0,1.0,0.0,0.0
21360,1.0,0.0,0.0,1.0,0.0,0.0
21361,0.0,1.0,0.0,0.0,0.0,0.0
21362,1.0,0.0,0.0,1.0,0.0,0.0
21363,0.0,1.0,0.0,0.0,0.0,0.0
21364,1.0,0.0,1.0,1.0,0.0,0.0
21365,1.0,0.0,0.0,1.0,0.0,0.0
21366,0.0,1.0,0.0,0.0,0.0,0.0
21367,1.0,0.0,0.0,1.0,0.0,0.0
21368,1.0,0.0,0.0,0.0,0.0,0.0
21369,1.0,0.0,0.0,1.0,0.0,0.0
21370,0.0,1.0,0.0,0.0,0.0,0.0
21371,1.0,0.0,0.0,0.0,0.0,0.0
21372,0.0,0.0,0.0,1.0,0.0,0.0
21373,1.0,0.0,0.0,0.0,0.0,0.0
21374,0.0,0.0,1.0,0.0,0.0,0.0
21375,1.0,0.0,0.0,0.0,0.0,0.0
21376,1.0,0.0,0.0,0.0,0.0,0.0
21377,0.0,0.0,1.0,1.0,0.0,0.0
21378,0.0,1.0,0.0,0.0,0.0,0.0
21379,1.0,0.0,0.0,1.0,0.0,0.0
21380,1.0,0.0,0.0,0.0,0.0,0.0
21381,0.0,0.0,1.0,0.0,0.0,0.0
21382,0.0,1.0,0.0,0.0,0.0,0.0
21383,0.0,0.0,1.0,0.0,0.0,0.0
21384,1.0,0.0,0.0,1.0,0.0,0.0
21385,1.0,0.0,0.0,1.0,0.0,0.0
21386,1.0,0.0,0.0,1.0,0.0,0.0
21387,0.0,0.0,1.0,0.0,0.0,0.0
21388,1.0,0.0,0.0,1.0,0.0,0.0
21389,0.0,0.0,1.0,0.0,0.0,0.0
21390,0.0,0.0,1.0,1.0,0.0,0.0
21391,1.0,0.0,0.0,1.0,0.0,0.0
21392,1.0,0.0,0.0,0.0,0.0,0.0
21393,1.0,0.0,0.0,1.0,0.0,0.0
21394,1.0,0.0,0.0,0.0,0.0,0.0
21395,0.0,0.0,0.0,1.0,0.0,0.0
21396,0.0,1.0,0.0,0.0,0.0,0.0
21397,1.0,0.0,0.0,1.0,0.0,0.0
21398,1.0,0.0,0.0,0.0,0.0,0.0
21399,1.0,0.0,0.0,0.0,0.0,0.0
21400,0.0,1.0,0.0,0.0,0.0,0.0
21401,1.0,0.0,0.0,0.0,0.0,0.0
21402,0.0,0.0,0.0,0.0,0.0,0.0
21403,0.0,0.0,0.0,1.0,0.0,0.0
21404,0.0,0.0,0.0,1.0,0.0,0.0
21405,1.0,0.0,0.0,0.0,0.0,0.0
21406,1.0,0.0,0.0,0.0,0.0,0.0
21407,0.0,0.0,1.0,0.0,0.0,0.0
21408,1.0,0.0,0.0,0.0,0.0,0.0
21409,0.0,0.0,1.0,0.0,0.0,0.0
21410,0.0,0.0,0.0,0.0,0.0,0.0
21411,0.0,0.0,1.0,0.0,0.0,0.0
21412,1.0,0.0,0.0,0.0,0.0,0.0
21413,0.0,0.0,0.0,0.0,0.0,0.0
21414,0.0,0.0,1.0,0.0,0.0,0.0
21415,1.0,0.0,1.0,1.0,0.0,0.0
21416,0.0,0.0,1.0,0.0,0.0,0.0
21417,0.0,1.0,0.0,0.0,0.0,0.0
21418,0.0,0.0,1.0,0.0,0.0,0.0
21419,1.0,0.0,0.0,1.0,0.0,0.0
21420,1.0,0.0,0.0,0.0,0.0,0.0
21421,0.0,1.0,0.0,0.0,0.0,0.0
21422,1.0,0.0,0.0,0.0,0.0,0.0
21423,1.0,0.0,0.0,0.0,0.0,0.0
21424,1.0,0.0,0.0,0.0,0.0,0.0
21425,1.0,0.0,0.0,1.0,0.0,0.0
21426,1.0,0.0,0.0,0.0,0.0,0.0
21427,0.0,1.0,0.0,0.0,0.0,0.0
21428,1.0,0.0,0.0,0.0,0.0,0.0
21429,0.0,0.0,1.0,0.0,0.0,0.0
21430,1.0,0.0,0.0,0.0,0.0,0.0
21431,0.0,1.0,0.0,0.0,0.0,0.0
21432,1.0,0.0,0.0,1.0,0.0,0.0
21433,0.0,1.0,0.0,0.0,0.0,0.0
21434,1.0,0.0,0.0,1.0,0.0,0.0
21435,1.0,0.0,0.0,1.0,0.0,0.0
21436,0.0,0.0,0.0,1.0,0.0,0.0
21437,1.0,0.0,0.0,0.0,0.0,0.0
21438,1.0,0.0,0.0,1.0,0.0,0.0
21439,1.0,0.0,0.0,1.0,0.0,0.0
21440,0.0,1.0,0.0,0.0,0.0,0.0
21441,1.0,0.0,0.0,0.0,0.0,0.0
21442,0.0,1.0,0.0,0.0,0.0,0.0
21443,1.0,0.0,0.0,0.0,0.0,0.0
21444,0.0,0.0,1.0,0.0,0.0,0.0
21445,0.0,0.0,0.0,0.0,0.0,0.0
21446,0.0,1.0,0.0,0.0,0.0,0.0
21447,0.0,0.0,0.0,0.0,0.0,0.0
21448,1.0,0.0,0.0,0.0,0.0,0.0
21449,1.0,0.0,0.0,0.0,0.0,0.0
21450,1.0,0.0,0.0,1.0,0.0,0.0
21451,0.0,0.0,1.0,0.0,0.0,0.0
21452,0.0,0.0,1.0,0.0,0.0,0.0
21453,0.0,1.0,0.0,0.0,0.0,0.0
21454,1.0,0.0,0.0,1.0,0.0,0.0
21455,1.0,0.0,0.0,1.0,0.0,0.0
21456,1.0,0.0,0.0,1.0,0.0,0.0
21457,1.0,0.0,0.0,1.0,0.0,0.0
21458,1.0,0.0,0.0,0.0,0.0,0.0
21459,0.0,0.0,0.0,0.0,0.0,0.0
21460,0.0,0.0,0.0,1.0,0.0,0.0
21461,1.0,0.0,0.0,0.0,0.0,0.0
21462,1.0,0.0,0.0,0.0,0.0,0.0
21463,1.0,0.0,0.0,1.0,0.0,0.0
21464,1.0,0.0,0.0,0.0,0.0,0.0
21465,0.0,0.0,0.0,1.0,0.0,0.0
21466,1.0,0.0,0.0,0.0,0.0,0.0
21467,0.0,0.0,1.0,0.0,0.0,0.0
21468,0.0,0.0,1.0,0.0,0.0,0.0
21469,1.0,0.0,0.0,0.0,0.0,0.0
21470,1.0,0.0,0.0,0.0,0.0,0.0
21471,1.0,0.0,0.0,1.0,0.0,0.0
21472,1.0,0.0,0.0,1.0,0.0,0.0
21473,1.0,0.0,0.0,1.0,0.0,0.0
21474,0.0,0.0,0.0,1.0,0.0,0.0
21475,1.0,0.0,0.0,1.0,0.0,0.0
21476,1.0,0.0,0.0,1.0,0.0,0.0
21477,0.0,1.0,0.0,0.0,0.0,0.0
21478,0.0,0.0,1.0,0.0,0.0,0.0
21479,0.0,1.0,0.0,0.0,0.0,0.0
21480,1.0,0.0,0.0,0.0,0.0,0.0
21481,1.0,0.0,0.0,1.0,0.0,0.0
21482,1.0,0.0,0.0,0.0,0.0,0.0
21483,1.0,0.0,0.0,0.0,0.0,0.0
21484,1.0,0.0,0.0,1.0,0.0,0.0
21485,1.0,0.0,0.0,1.0,0.0,0.0
21486,1.0,0.0,0.0,1.0,0.0,0.0
21487,0.0,0.0,1.0,0.0,0.0,0.0
